Name,AXA Category,Organiser,Length (Hours),Avg. User Rating,Total Enrollments,Total Ratings,Difficulty,Public URL,AXA URL
Business Model Innovation,"Innovation and New Trends, French Selection, Spanish Selection",HEC Paris,18,4.666666666666667,8998,147,Mixed,https://www.coursera.org/learn/business-model,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=5G7zWR5jEeWzvQrNfP9t6Q&productType=course&showMiniModal=true
Strategic Innovation: Managing Innovation Initiatives,Innovation and New Trends,University of Illinois at Urbana-Champaign,15,4.768518518518518,4004,216,Intermediate,https://www.coursera.org/learn/strategic-innovation-innovation-at-the-frontier,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=nW1dUu13Eea2mxLTB28_VA&productType=course&showMiniModal=true
Identifying Social Entrepreneurship Opportunities,Innovation and New Trends,Copenhagen Business School,18,4.595238095238095,8377,126,Beginner,https://www.coursera.org/learn/social-entrepreneurship-opportunities,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=fZAFN9XcEeWFqw71fuUDrw&productType=course&showMiniModal=true
Innovation: From Creativity to Entrepreneurship Capstone,Innovation and New Trends,University of Illinois at Urbana-Champaign,9,4.285714285714286,800,14,Beginner,https://www.coursera.org/learn/innovation-creativity-entrepreneurship-capstone,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=J79L0O16EeaCwwrmtJFSDg&productType=course&showMiniModal=true
Business Model Canvas: A Tool for Entrepreneurs and Innovators (Project-Centered Course),"Innovation and New Trends, Spanish Selection",University System of Georgia,13,4.577348066298343,33644,362,Beginner,https://www.coursera.org/learn/business-model-canvas,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=VTyPXbMXEeW-cQqGkhsQ8w&productType=course&showMiniModal=true
Creativity Toolkit II: Creative Collaboration,Innovation and New Trends,University of Illinois at Urbana-Champaign,10,4.735955056179775,3459,178,Mixed,https://www.coursera.org/learn/creativity-toolkit-2,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=vsWg0O14EeaYjA7dKZw2fg&productType=course&showMiniModal=true
Entrepreneurship I: Laying the Foundation,Innovation and New Trends,University of Illinois at Urbana-Champaign,11,4.796992481203008,5969,266,Mixed,https://www.coursera.org/learn/entrepreneurship-1,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=Q0xrG0dAEee_nQq6JsYrTA&productType=course&showMiniModal=true
Understanding economic policymaking,"Innovation and New Trends, Spanish Selection, Turkish Selection",IE Business School,25,4.772403982930299,38036,703,Mixed,https://www.coursera.org/learn/economic-policy,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=XeB2pvgkEeS36CIACw8Krw&productType=course&showMiniModal=true
"Creativity, Innovation, and Change","Innovation and New Trends, Chinese Selection",The Pennsylvania State University,20,4.402439024390244,51884,410,Mixed,https://www.coursera.org/learn/creativity-innovation,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=c8dPVxUQEeWpKw4zIcjkHw&productType=course&showMiniModal=true
Internet Giants: The Law and Economics of Media Platforms,Innovation and New Trends,The University of Chicago,25,4.845029239766082,33488,684,Mixed,https://www.coursera.org/learn/internetgiants,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=V9_aHBU7EeWfzgpfp_iBVw&productType=course&showMiniModal=true
Ser más creativos,"Innovation and New Trends, Spanish Selection",Universidad Nacional Autónoma de México,10,4.640665626625065,144182,1923,Mixed,https://www.coursera.org/learn/creatividad,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=4G2HtIWlEeSlzyIACiGe0w&productType=course&showMiniModal=true
Unleashing the Impact of your Social Enterprise,Innovation and New Trends,Copenhagen Business School,11,4.565217391304348,2313,23,Beginner,https://www.coursera.org/learn/social-impact-growth,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=OjZYLlApEeaAmBJfqzpttQ&productType=course&showMiniModal=true
Creativity Toolkit I: Changing Perspectives,Innovation and New Trends,University of Illinois at Urbana-Champaign,12,4.679802955665025,5369,203,Mixed,https://www.coursera.org/learn/creativity-toolkit-1,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=gjwSt8CPEea6Aw7w3S-LDA&productType=course&showMiniModal=true
Protecting Business Innovations via Strategy,Innovation and New Trends,The Hong Kong University of Science and Technology,10,4.636363636363637,1040,22,Beginner,https://www.coursera.org/learn/protect-business-innovations-strategy,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=7g9jQd_lEeeJCBKWimXVMA&productType=course&showMiniModal=true
Protecting Business Innovations via Patent,Innovation and New Trends,The Hong Kong University of Science and Technology,6,4.754098360655738,2269,61,Beginner,https://www.coursera.org/learn/protect-business-innovations-patent,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=98ToAjCQEeeUJAp8qPNzqg&productType=course&showMiniModal=true
Protecting Business Innovations via Trademark,Innovation and New Trends,The Hong Kong University of Science and Technology,12,4.837837837837838,1587,37,Beginner,https://www.coursera.org/learn/protect-business-innovations-trademark,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=3BtSOZkvEeeNegqR6J6tDg&productType=course&showMiniModal=true
Sustainable Development in the 21st Century with Ban Ki-moon,Innovation and New Trends,Yonsei University,20,4.803030303030303,4395,66,Beginner,https://www.coursera.org/learn/sustainable-development-ban-ki-moon,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=xid7p&currentTab=CATALOG&productId=WoKAt-HiEeeNUAqowLUc1g&productType=course&showMiniModal=true
Intercultural Communication and Conflict Resolution,Personal Development,"University of California, Irvine",8,4.23265306122449,14579,245,Mixed,https://www.coursera.org/learn/intercultural-communication,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=1b9VUDu6EeWdUgozVKt3nw&productType=course&showMiniModal=true
Positive Psychology: Martin E. P. Seligman’s Visionary Science,"Personal Development, German Selection, Spanish Selection",University of Pennsylvania,19,4.842325227963526,40397,2632,Beginner,https://www.coursera.org/learn/positive-psychology-visionary-science,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=JWd4VXqhEeaDmw5QsxT7tQ&productType=course&showMiniModal=true
Creative Problem Solving,Personal Development,University of Minnesota,14,4.095367847411445,96938,367,Mixed,https://www.coursera.org/learn/creative-problem-solving,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=dh3wTQZNEeWJMSIAC7Jl0w&productType=course&showMiniModal=true
Vital Signs: Understanding What the Body Is Telling Us,Personal Development,University of Pennsylvania,16,4.788394415357766,146923,2292,Mixed,https://www.coursera.org/learn/vital-signs,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=5zjIsJq-EeW_wArffOXkOw&productType=course&showMiniModal=true
Negotiation  Fundamentals,Personal Development,ESSEC Business School,11,4.69672131147541,11700,366,Beginner,https://www.coursera.org/learn/negotiation-fundamentals,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=b24zhJHlEeaNFwpTUaS5fQ&productType=course&showMiniModal=true
Learning How to Learn: Powerful mental tools to help you master tough subjects,"Personal Development, French Selection, German Selection, Greek Selection, Italian Selection, Portuguese Selection, Spanish Selection, Chinese Selection","McMaster University, University of California San Diego",12,4.823394955287324,1900769,49874,Mixed,https://www.coursera.org/learn/learning-how-to-learn,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=GdeNrll1EeSROyIACtiVvg&productType=course&showMiniModal=true
"Making Successful Decisions through the Strategy, Law & Ethics Model",Personal Development,University of Michigan,16,4.791666666666667,12074,168,Beginner,https://www.coursera.org/learn/strategy-law-ethics,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=3Mf1LkHGEeWpogr5ZO8qxQ&productType=course&showMiniModal=true
Reason and Persuasion: Thinking Through Three Dialogues By Plato,Personal Development,National University of Singapore,21,4.577114427860696,26320,201,Mixed,https://www.coursera.org/learn/plato-dialogues,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=yS8ezjDPEeW-zwq84wShFQ&productType=course&showMiniModal=true
Types of Conflict,Personal Development,"University of California, Irvine",8,4.321705426356589,24950,516,Mixed,https://www.coursera.org/learn/types-of-conflict,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=QKGzLQoYEeWKzSIAC7Uk8A&productType=course&showMiniModal=true
Business Writing,Personal Development,University of Colorado Boulder,13,4.744543249797898,37539,1237,Beginner,https://www.coursera.org/learn/writing-for-business,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=6-AmfoyrEeWbIxKn7M-nSQ&productType=course&showMiniModal=true
Analysing Complexity,Personal Development,Macquarie University,18,4.684210526315789,6011,57,Beginner,https://www.coursera.org/learn/analysing-complexity,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=UxFYR0TfEeaNmhKFnqHOVQ&productType=course&showMiniModal=true
Conflict Resolution Skills,"Personal Development, Spanish Selection","University of California, Irvine",7,4.257407407407407,40265,540,Mixed,https://www.coursera.org/learn/conflict-resolution-skills,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=LrTP0yv9EeWccAqzeA4VPw&productType=course&showMiniModal=true
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Personal Development,Yale University,27,4.836132020845397,140680,1727,Mixed,https://www.coursera.org/learn/negotiation,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=tGbJuel4EeSnMSIACzuFJw&productType=course&showMiniModal=true
Model Thinking,"Personal Development, Portuguese Selection, Turkish Selection, Chinese Selection",University of Michigan,33,4.781228899392302,113503,1481,Mixed,https://www.coursera.org/learn/model-thinking,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=kbmiwPT-EeSW1SIAC3oCCQ&productType=course&showMiniModal=true
Introduction to Public Speaking,"Personal Development, Portuguese Selection, Spanish Selection",University of Washington,16,4.766871165644171,70830,652,Beginner,https://www.coursera.org/learn/public-speaking,https://www.coursera.org/programs/axa-global-launch-6kaid?authProvider=axa&collectionId=d8tsn&currentTab=CATALOG&productId=qLtWVV2nEea6OBIvyzcuGw&productType=course&showMiniModal=true
